customer_id,signup_date,country,industry,subscription_type,tenure_months,avg_weekly_usage_hrs,num_courses_completed,num_certificates,engagement_score,loyalty_points,monthly_spend,add_ons_purchased,auto_renew_enabled,support_tickets_last_6mo,last_payment_missed,nps_score,churned,cluster
511c64c9-8271-4820-b360-75c981177631,2021-02-24,US,,Basic,40,3.086504821460914,37,5,19.6,169,14.99,1,Yes,4,39,,0,1
cab0344b-c22a-46f2-8150-fc945c2416c7,2023-08-31,US,,Premium,10,0.566298781415726,2,0,23.0,1027,34.99,1,Yes,2,49,57.0,0,0
7d663895-770f-42b1-87dc-356fa7ad9fab,2020-04-30,US,,Free,50,1.7453205089801718,28,0,14.3,118,4.99,0,No,1,0,-13.0,0,1
4f59e2eb-c886-4963-8eb3-f92d88c6e8fb,2019-08-14,US,,Free,58,0.9069819838779404,22,1,10.8,383,0.0,0,No,3,18,,1,3
9bb2b601-9914-48a3-a679-81585ec10de3,2023-05-14,IN,,Basic,13,0.0,0,0,21.3,496,24.98,0,Yes,4,32,36.0,1,1
f826a7c8-bba6-47f4-9ccc-8ddd993c332c,2020-03-30,ZA,,Basic,51,0.0,0,0,10.7,121,14.99,1,Yes,3,39,38.0,0,3
64ac4a60-5021-43b8-8206-ee83c7b725a7,2018-04-05,JP,,Basic,74,1.992879062805743,40,10,9.1,92,14.99,0,Yes,3,14,24.0,0,3
86c81099-8515-499f-8d92-20452df4ce32,2017-01-22,US,,Premium,89,0.4443004214449345,17,3,1.6,13,34.99,1,Yes,8,12,82.0,0,3
493f1841-ee79-4e93-8a85-46f884db8b2d,2023-04-20,JP,,Basic,14,4.0137551531827675,26,1,27.3,286,14.99,2,Yes,2,27,-4.0,0,1
8225d344-34c7-4e85-9358-6b1521097144,2019-01-18,IN,,Premium,65,10.521954144804583,306,72,37.6,315,44.98,0,Yes,6,30,48.0,0,2
defac1f4-d013-4edf-b7d9-33751d29e691,2018-04-20,AU,,Premium,74,1.8745657848285584,53,21,10.3,375,34.99,0,Yes,8,11,51.0,0,3
40a02df9-16d2-4268-8826-ee8891a7a312,2019-12-19,US,,Premium,54,2.8203717122672143,68,27,18.2,177,34.99,2,Yes,1,29,48.0,0,0
797d33d0-d6d4-493b-a00b-07b33b6b3792,2024-01-03,CA,,Basic,5,1.3839448726364734,3,1,25.5,269,14.99,0,Yes,2,24,3.0,0,1
fbcccaab-f1eb-4f4a-90c5-73346da02393,2022-08-10,JP,,Free,22,0.8142301405044522,7,1,20.3,961,0.0,0,No,3,41,,0,1
ef48cdf2-74d8-4f42-b3cb-7d402593ad51,2019-09-03,UK,,Basic,57,2.402073043361345,54,23,15.9,205,14.99,0,Yes,4,0,-2.0,1,3
41b25537-b665-4831-bbad-19d2ce11bfbd,2021-12-12,US,Finance,Enterprise,30,4.039437847649645,45,2,23.7,249,89.99,0,Yes,3,36,,0,0
ae737e35-ff86-451a-878b-53ee5aac6e22,2017-07-09,US,,Free,83,1.740593297954338,61,6,6.8,60,0.0,0,No,3,19,,1,3
a0bfa20c-8615-4a3f-a5f2-6ba7f2810920,2024-06-27,US,,Basic,0,3.0177573075687505,9,1,29.2,340,14.99,2,Yes,2,21,,0,1
c6b8d796-ed1b-4dbd-b0b2-3ef2ad726e12,2018-07-17,AU,,Premium,71,8.080995861611516,189,33,25.2,303,34.99,4,Yes,6,32,52.0,1,2
26dcc01a-c92f-4a08-acb0-4e73086872a8,2022-03-15,BR,,Basic,27,2.100147534615312,22,8,21.7,249,14.99,0,Yes,3,12,-1.0,1,1
cc1b840b-52dd-4231-84db-4035fd15ce98,2020-06-21,DE,,Basic,48,3.952449262382957,71,22,21.1,239,14.99,1,Yes,4,30,30.0,1,3
7a6cb11f-c287-4c38-80bc-c9f5c25baf73,2021-03-09,JP,,Free,39,0.7226530115709255,11,1,15.5,125,4.99,0,No,4,0,-10.0,1,1
bacc9951-ddcd-4465-979e-2093b5bede9e,2018-10-09,FR,,Basic,68,0.2895130104137171,6,1,6.6,65,14.99,0,Yes,3,30,5.0,1,3
d8a1d203-a09d-4ee5-8d09-f3a88abcde84,2022-08-31,US,,Free,22,1.58921245891291,12,0,21.4,191,0.0,0,No,3,0,10.0,0,1
02823309-a1c8-4530-8f55-316fbd16fe00,2023-01-24,US,Healthcare,Enterprise,17,3.679972434822324,21,2,26.0,246,99.98,1,Yes,4,12,,1,0
915fe4b0-b25c-4708-8880-5e24f6bb0b7a,2020-07-21,UK,,Premium,47,4.248449514745891,56,0,19.5,206,44.98,2,Yes,0,46,52.0,0,0
0756c9f3-c7e3-43b8-bb9e-e2d2cbde3f93,2023-09-02,US,,Premium,9,3.1442090041602824,17,0,27.1,319,34.99,2,Yes,1,23,,0,0
463d6737-74a4-4561-928d-1ae6052de504,2018-08-24,DE,,Basic,70,3.908983522888319,109,27,16.6,149,14.99,0,Yes,2,19,1.0,0,3
09751753-5c0d-480b-950b-2c78d185eb09,2023-06-22,US,,Free,12,0.4706859497053858,3,0,22.3,271,0.0,0,No,2,15,-8.0,0,1
8ac50bf7-3e54-4594-8d6a-3e24f6e8c4a3,2022-08-24,UK,,Free,22,1.0079854381634696,9,1,20.7,210,0.0,0,No,0,0,-45.0,1,1
738d754c-4c7d-4b1e-b37c-7c3b7340ac18,2017-08-30,CA,,Free,82,1.5635893367274505,49,1,6.0,55,0.0,0,No,6,49,-23.0,0,3
b1929faf-1945-4cbe-aca6-dcae9fb2be33,2022-08-04,IN,,Basic,22,1.2521644397392662,16,3,21.4,741,14.99,1,Yes,1,42,12.0,0,1
865b13c4-950b-4596-bf8f-062c6e28ce04,2024-02-26,IN,,Basic,4,2.6271793883939707,13,4,28.0,262,24.98,0,Yes,1,48,-49.0,1,1
3ee44af7-7348-4cbc-b8f7-e32fd4b6b6b1,2020-09-25,BR,,Basic,45,1.6776420735758255,35,8,16.5,159,14.99,1,No,2,49,11.0,1,1
3805ebe0-cd91-4676-879f-b9314f308a3e,2022-11-10,US,,Basic,19,2.380426329109652,27,3,24.1,243,14.99,1,Yes,2,0,19.0,0,1
771ac9fa-8467-44fe-b6bc-77016f825ac3,2020-10-22,AU,Education,Enterprise,44,7.543071668327346,94,48,29.7,314,89.99,1,Yes,4,9,69.0,0,2
f133a2c4-7b88-4602-b250-a4918742cf61,2021-01-18,US,,Basic,41,3.397378412981943,45,3,19.9,219,14.99,2,Yes,6,35,44.0,1,3
34544d05-1339-4b43-9cc7-277952e42cf6,2024-01-01,US,,Basic,5,1.9481746202102177,11,2,26.6,262,29.98,3,Yes,0,42,,1,1
d819ec13-c366-4b5b-b70d-a65487448b0c,2019-02-15,US,,Free,64,0.7901028157467069,13,1,8.6,569,0.0,0,No,3,0,25.0,0,3
21b1b5ae-31f6-4bae-809e-67bc85486061,2017-02-04,UK,,Basic,88,4.484196734174465,175,9,13.6,133,14.99,1,Yes,5,13,17.0,0,3
b48dcf02-3601-4083-8827-b76ee31dc2c3,2023-03-04,IN,,Free,15,0.0,0,0,20.8,185,0.0,0,No,2,0,18.0,1,1
d1cbcaf9-9813-49a2-8d56-eda1692258d2,2022-05-10,US,,Basic,25,2.99765780213271,42,7,24.1,219,14.99,3,Yes,2,36,,0,0
34dec490-a799-47f3-821b-5dd677921a87,2021-05-05,CA,,Free,37,2.103792604420868,35,0,18.7,412,0.0,0,Yes,3,29,,0,1
a2eb4504-a755-4650-a23a-a4582e35b393,2019-10-19,US,,Free,56,0.7190124827636332,13,2,10.9,608,4.99,0,No,3,46,4.0,0,1
84e19e3d-5be2-48d1-85c8-daa7c8626f94,2024-02-27,AU,,Premium,4,2.035236436136913,5,1,26.7,318,39.98,3,Yes,0,28,37.0,0,0
60be59f5-36a6-4f3e-9a33-52056cf47220,2020-02-04,IN,,Free,52,0.3711073330694666,5,0,11.1,90,4.99,0,No,2,14,-8.0,1,3
1d210542-712d-4bdd-8eaa-f3ff2365470c,2021-02-09,FR,,Basic,40,1.7558752069710506,31,11,18.1,186,14.99,2,No,3,36,52.0,1,1
1acd4c8c-6b99-486c-9dc1-5a8fb45e74de,2018-12-04,IN,,Basic,66,4.0484929355125,84,15,16.0,955,24.98,1,Yes,8,36,-9.0,1,0
602be369-ee2d-4474-bea9-75ee567cc01c,2023-09-16,IN,,Basic,9,0.0862908894035685,0,0,22.5,222,14.99,0,Yes,1,24,4.0,0,1
8a69dd4c-bec3-4cf6-bfd0-9eca4c167092,2021-04-29,US,,Premium,38,6.21707208670089,94,11,26.9,296,34.99,2,Yes,1,0,41.0,0,0
8b6e9c4b-16a4-4455-8bfe-5e8d79c7c2e5,2017-06-11,US,,Basic,84,0.1949414995901279,5,0,1.9,16,14.99,1,Yes,6,48,10.0,0,3
ece6e419-028a-4012-a49b-7066de808bbd,2017-07-21,DE,,Basic,83,1.42133300620953,50,5,5.9,48,14.99,1,No,5,0,,0,3
5471d5c5-893b-4991-8fde-66b88c2dcc1b,2022-06-05,IN,,Free,24,1.625821687305997,20,0,21.3,182,0.0,0,Yes,3,41,-31.0,0,1
488447e9-cb67-435a-ba1b-1b9865e0eb83,2019-09-23,BR,,Premium,57,6.647879482591911,157,13,24.6,224,34.99,1,No,6,44,22.0,0,2
5aa6b49b-b652-4d0d-9cd5-242c503b275f,2023-05-07,ZA,,Basic,13,2.6085462460269233,23,0,25.6,228,14.99,3,Yes,1,12,43.0,0,1
ead9a50f-a55d-4969-b76a-f9481d5a42c5,2019-03-27,JP,,Premium,63,7.616662767867404,184,93,31.3,1015,34.99,1,Yes,7,43,,1,2
3a529b72-2ae6-40b9-be9c-17a074692f78,2018-04-01,ZA,,Basic,75,2.0954588859569463,71,18,10.7,123,14.99,0,No,5,48,,0,3
eec4b71a-e8a0-4a64-b83d-fe1119f3f45f,2020-06-29,AU,,Premium,48,5.5801076864971195,98,13,23.5,266,34.99,1,Yes,10,40,,0,0
382317b9-bf2a-4313-a441-110a6b647e81,2019-10-14,US,,Premium,56,4.925386340200217,120,16,21.5,233,44.98,2,Yes,4,44,66.0,0,0
e98fcd16-eb2f-4f28-83f1-bfae763f908a,2023-06-02,US,,Premium,12,6.269096612405576,33,3,31.2,373,34.99,2,Yes,2,26,30.0,0,0
d96b3090-7a55-4c66-a316-6805c1982653,2017-12-04,FR,,Basic,78,2.6202130585822125,90,28,12.1,106,24.98,0,Yes,3,28,13.0,0,3
65500e5c-6c8b-4cf3-8fe0-482ded56489e,2019-05-29,US,,Basic,61,4.2016041072870545,83,6,17.0,143,14.99,0,Yes,3,14,24.0,0,3
c8b48640-065b-4794-aaea-f28ea9bd025e,2019-12-13,US,,Basic,54,0.1032370689321192,2,0,10.1,113,14.99,0,Yes,2,12,26.0,0,3
8a09175b-dc20-4d9f-85d8-036cc1b8d5cd,2019-03-03,UK,,Basic,63,1.9317473587166265,38,9,11.9,116,14.99,0,Yes,10,33,74.0,0,3
89aa0fc8-4f73-4c47-b1c7-134fc50847e3,2023-03-15,US,,Free,15,0.656865186079504,6,1,21.9,226,0.0,0,No,1,35,,1,1
b141314d-a67f-4bcb-afda-d7e9dedec455,2019-02-03,IN,,Premium,64,8.368467081517895,152,95,30.9,346,39.98,3,Yes,5,46,9.0,0,2
d6258947-d477-4eaf-bbfa-98095353bbba,2023-02-14,IN,,Free,16,0.1708041974572273,1,0,20.8,221,0.0,0,Yes,2,48,,0,1
c6b26f95-6f0d-422f-89fd-7ee6031dc8ad,2018-01-15,AU,,Free,77,0.5853517174574855,14,1,4.7,54,0.0,0,No,8,25,,1,3
2ad40aff-0137-4ee5-bd95-2837a139ee8d,2018-05-08,IN,,Basic,73,2.1434581535446493,57,7,10.0,91,24.98,0,Yes,4,17,28.0,0,3
798a7004-5721-4e4c-a231-65d1fd9c04e2,2020-03-26,CA,,Free,51,1.1262272203589636,17,0,12.8,148,0.0,0,Yes,8,36,-4.0,1,3
6ab962d0-af4e-4729-a266-20a4ce2b60cd,2022-08-25,US,,Premium,22,4.779957139384401,46,17,28.2,364,44.98,1,Yes,7,31,41.0,0,0
eb95af71-f1d9-466a-9806-cd13421b6435,2017-03-06,BR,,Premium,87,3.879577885909487,88,17,10.4,114,34.99,5,No,2,12,,0,0
94001c0a-0b07-49e6-afdf-a9a583f83fb0,2024-01-13,CA,,Premium,5,3.5940127268027013,12,2,28.7,345,39.98,1,No,4,40,73.0,1,0
6e63a86b-3f09-4858-85f6-52826a546bcc,2020-09-29,IN,,Premium,45,2.573740372766603,49,17,18.9,180,34.99,2,Yes,4,22,39.0,0,0
ed6577e7-3508-4093-907c-cf47dce0f629,2020-02-27,IN,,Basic,52,0.9190009277421308,17,0,12.3,135,14.99,0,No,5,11,,0,3
28ba998a-10b2-4509-b171-602ba6e0bbbd,2022-07-21,US,,Basic,23,1.6252048648488435,16,0,21.4,205,14.99,0,Yes,2,12,15.0,0,1
941f20d8-cbd7-4b55-b581-6980eaaaa9cf,2024-05-19,US,,Basic,1,1.1412978293933531,4,0,26.2,212,14.99,1,Yes,0,41,27.0,0,1
832dd78b-d1d7-4cf7-b783-4c60325ab051,2021-02-04,US,,Free,40,2.1818485261723564,27,4,18.0,179,0.0,0,No,0,43,,0,1
d3d13ce9-2870-4210-ab80-543d29c287ab,2020-03-08,US,,Basic,51,2.6773154233390644,52,2,16.3,671,14.99,1,Yes,3,14,15.0,0,1
dcc620d4-cc81-4cc4-b77b-9ae14531b92f,2021-03-03,US,,Premium,39,2.73477235150855,42,16,20.4,165,34.99,5,No,3,10,,0,0
2abe423b-5664-49db-b571-1790d4be50d6,2024-03-25,ZA,,Free,3,1.1045056715218915,3,0,25.6,205,0.0,0,No,2,30,47.0,0,1
2703b52c-4fba-4791-9533-cd6d7d3ecfab,2018-01-27,IN,,Free,77,0.0,0,0,3.4,31,4.99,0,No,6,17,,0,3
c4c5d3cd-a7fb-48ba-88bf-c49f0aaefc78,2021-08-26,US,,Premium,34,8.232029583940056,117,18,32.1,281,34.99,3,Yes,4,46,-13.0,0,0
c125e2c6-22d9-44b9-9357-8aa92d261c02,2018-02-23,IN,,Free,76,0.4713447209860981,15,1,4.9,62,0.0,0,No,3,39,42.0,1,3
964fe09b-37fc-4a87-895c-da868c179150,2023-05-26,US,,Free,13,1.568763174942136,13,1,23.9,275,0.0,1,No,1,0,50.0,1,1
8a1522fb-d3e6-4aa5-a3ad-d28b4ac1212e,2018-01-14,US,,Free,77,0.8461228439272657,16,2,5.2,296,9.99,0,No,3,26,-43.0,0,3
eff76c31-2115-4c74-a80f-40f0b5239646,2021-12-02,FR,,Premium,30,5.856344138299174,94,0,27.8,282,39.98,4,Yes,3,36,,0,0
1d0eb17f-c767-4505-9698-2a3da9710bd9,2023-03-29,JP,,Basic,15,2.258977277265949,20,1,24.6,243,14.99,1,Yes,1,38,70.0,0,1
0013e6c6-93bd-4946-9d29-7a1476cd6e44,2022-09-20,AU,,Premium,21,0.0,0,0,19.2,230,34.99,1,Yes,5,8,59.0,0,1
e87076d3-fa00-419b-8eff-8cd9f4a18c31,2022-12-23,BR,,Free,18,1.1720006401182137,12,2,22.1,708,4.99,0,No,4,40,,1,1
768f1e16-bce2-4eec-85e2-0719ee1f7117,2017-07-20,BR,,Premium,83,2.9056501266862944,69,1,8.3,352,34.99,2,Yes,5,43,18.0,0,3
4b148541-6592-46cd-95f5-2d8af41f8ec3,2022-02-07,IN,,Basic,28,2.1231739797189575,30,8,21.7,174,14.99,0,Yes,0,8,,0,1
eaa5e356-bbc1-475a-bfb7-ce83b59e1da8,2019-02-19,BR,,Basic,64,2.8174023196441356,68,19,14.7,121,14.99,2,Yes,4,18,20.0,1,3
7c13254d-9883-4527-9f24-1ca319b64576,2018-05-18,IN,,Basic,73,3.937568511115211,98,22,15.0,688,14.99,0,No,6,15,41.0,1,3
9191aeea-c601-49a1-8c54-f682eaff2fe4,2023-09-21,US,,Basic,9,3.522051022326448,20,0,27.7,350,14.99,0,Yes,1,0,15.0,0,1
b790a810-dcb2-4c2f-ac2e-79d8ce270536,2021-10-18,JP,,Basic,32,0.7199653459941565,10,2,17.6,675,14.99,1,No,3,19,31.0,1,1
1124d0e7-6162-4830-810d-18a5870adc4c,2019-03-16,US,,Premium,63,1.9683842733028185,38,17,12.6,101,34.99,0,Yes,5,41,92.0,0,3
a8cd00c4-d9e7-4a48-9bd9-1ebf601392bb,2022-11-17,US,,Free,19,0.8993925765055096,5,0,21.1,253,4.99,0,No,5,39,,0,1
4b38305b-d823-4d1d-ba21-4cd83224b257,2024-06-24,CA,,Basic,0,2.834574282963521,9,2,29.0,373,19.98,0,Yes,1,30,,1,1
5429a007-f999-4c5b-ba1e-f2bfd5a86fd5,2022-03-11,FR,,Basic,27,3.028867463521842,45,11,24.0,199,14.99,1,No,2,44,,0,1
9946982a-b04b-4476-87e0-8b429270d40c,2021-04-20,US,,Basic,38,3.2571568480647706,52,16,21.8,245,14.99,1,Yes,2,0,,1,1
3d6d9ea5-0b0b-470a-8b8b-dc83fe636f2c,2019-08-19,UK,,Basic,58,1.425346996381759,30,0,11.7,352,24.98,0,Yes,1,11,15.0,0,1
68ded384-0b05-44b8-969d-2cf62c531f4f,2024-04-14,UK,,Premium,2,5.505731252731966,12,4,32.2,343,34.99,2,Yes,3,9,,1,0
f13304e0-192f-4a4a-b7cf-640071c9ca7f,2021-01-25,IN,,Premium,41,2.238551437769981,33,8,18.3,203,34.99,1,Yes,4,33,22.0,1,0
0430f8c3-4c10-4aec-ad95-d919dd6a16cf,2024-05-14,CA,,Basic,1,3.782768231247661,10,0,29.8,372,29.98,1,Yes,0,37,-10.0,0,1
108e2631-492f-4ee8-bc55-d2f3ab33186b,2019-10-26,IN,,Premium,56,8.023331807635213,152,77,31.4,262,39.98,1,Yes,2,31,15.0,0,2
72d77279-838a-4d34-8ec9-5843fa5dedf9,2018-05-18,ZA,,Free,73,0.7274206012578592,21,0,6.2,73,0.0,0,No,5,7,29.0,0,3
9c5b1683-dc61-4f0a-9805-5d788aecb256,2018-02-02,US,,Premium,76,3.4227022372511477,83,10,12.0,152,34.99,2,No,6,49,-39.0,0,3
7d28c782-cb19-4d58-bd45-a29cdb5a07cd,2019-05-21,JP,,Basic,61,0.6847114763379561,18,1,9.5,91,14.99,1,Yes,5,10,,0,3
c870bba6-2cdb-4547-9920-72566cd8c557,2018-01-28,US,,Basic,77,2.4094449387859367,88,13,10.9,114,14.99,3,Yes,1,10,-3.0,0,3
e435df48-9719-4d23-b450-37b57cf95df4,2017-07-26,UK,,Free,83,0.0528175185785767,1,0,1.9,265,0.0,0,No,4,9,,0,3
5eeca8e7-2abc-4159-aef9-7c70c59bc832,2019-11-05,DE,,Free,55,1.2822090699233442,22,1,12.1,152,0.0,0,No,3,0,-16.0,1,3
28821a69-0610-4221-aee1-c35fa808be0b,2022-02-25,BR,,Free,28,0.8476730801680871,13,0,18.8,696,0.0,0,No,2,0,20.0,0,1
dee44868-749a-4330-961e-624258645158,2021-01-24,US,,Free,41,0.607294650415327,11,0,14.7,144,0.0,0,No,0,45,41.0,0,1
4db1c7f2-4a47-48fa-b007-0c1feafc33e7,2019-05-14,AU,,Free,61,1.3503409125585375,24,1,10.6,112,0.0,0,No,2,12,10.0,0,3
3848443e-677f-46ef-b4f6-0e6e6d873ccf,2018-07-18,US,,Premium,71,0.8569585942317063,29,3,7.5,579,44.98,3,Yes,4,33,43.0,0,0
4ec949fa-dd72-407e-b0d5-1b77678e89eb,2019-10-18,IN,,Free,56,1.109043939044331,15,0,11.3,387,0.0,0,Yes,1,0,,0,1
47dff12a-eb5a-474f-8c19-e260402c7959,2017-04-06,DE,,Basic,86,2.070929170821399,66,3,6.4,74,19.98,0,Yes,4,38,,0,3
e2186c3c-63df-48f4-a5ee-b2cd44a964ee,2022-04-08,US,,Premium,26,4.6598856849877315,58,24,27.9,345,34.99,0,Yes,9,35,-25.0,0,0
3397abe9-7d41-4854-9a8a-c6ab54a9c214,2021-10-24,FR,,Free,32,1.298007737899136,13,0,18.3,947,4.99,0,No,3,48,14.0,1,1
862a0928-e498-4e61-9f45-6ed6bcf2c270,2023-12-08,US,,Premium,6,8.382919524903901,26,1,35.1,803,34.99,1,Yes,2,40,81.0,0,0
3d8d31d8-bd3e-4551-886f-79e5b379ab4b,2023-03-29,IN,,Basic,15,2.377466985028909,11,0,24.3,225,24.98,1,Yes,1,42,-51.0,1,1
8bb1e017-a163-4ff6-a182-879db81d37d1,2021-08-06,AU,,Basic,34,2.7374842288546413,48,4,21.2,208,14.99,1,Yes,3,8,-9.0,0,1
837c0006-69c6-4cdf-a364-711e75c70896,2018-06-25,AU,,Free,72,0.4988437969076713,13,0,5.9,63,14.99,0,No,4,10,9.0,0,3
ed770887-8f3d-4938-b9e4-8ddfddae8cbb,2019-11-26,US,,Free,55,0.3366807347657451,5,0,10.2,111,0.0,0,No,6,21,21.0,0,3
090a5871-767e-4f19-9e9a-95e7beb46573,2024-01-17,US,,Basic,5,2.4512100359364397,11,0,27.1,298,14.99,0,Yes,1,39,-6.0,0,1
6253c4d1-538f-4f9f-94d8-3524f889def4,2020-03-29,JP,,Free,51,0.5596052760793203,6,0,11.7,117,4.99,0,No,2,28,-18.0,0,3
6ddea645-7012-4b71-80ca-f5bf6a36f6e1,2021-09-19,BR,,Free,33,0.5485094328487616,6,0,16.8,182,0.0,0,No,2,0,40.0,0,1
0229c039-431e-49ea-bcfd-b32569733995,2021-12-25,IN,,Free,30,1.8599891917375004,27,1,20.2,228,0.0,0,No,3,20,42.0,0,1
e24a43f3-1102-4e69-a85b-563ea80d43d5,2024-03-10,IN,,Basic,3,3.7882978851162727,9,1,29.3,240,14.99,1,Yes,1,39,-30.0,0,1
5bbf4c0a-801f-44a8-886c-5d6e867581a9,2024-06-22,DE,,Free,0,0.0,0,0,24.9,312,4.99,0,Yes,0,46,-0.0,0,1
f2038bf3-bbca-4162-8727-08bbc6e235c0,2024-02-18,UK,,Premium,4,7.495721612181952,25,5,34.8,353,34.99,1,Yes,2,38,60.0,0,0
8b11b85d-2995-4901-8d9c-4bc5c4302605,2021-05-17,CA,,Free,37,1.321872933468924,13,0,16.9,172,0.0,0,Yes,1,43,55.0,0,1
4f363a5c-f62e-4616-b416-e183e87c6482,2024-05-17,FR,,Premium,1,5.677938224513915,21,8,33.3,313,34.99,7,Yes,1,40,46.0,0,0
21ec7fa9-2898-4e8d-8b6c-bb18b3d4c380,2019-03-07,US,,Free,63,1.5624395274811418,37,3,11.0,112,0.0,1,No,5,47,,1,3
1d6a6e27-6ba5-4422-8c70-5a4cac6a5a01,2019-11-18,JP,,Premium,55,8.933100353514549,218,61,34.2,382,34.99,5,Yes,1,24,17.0,0,2
d7ce34f1-db2a-4b6c-a4e0-1e17d98a6196,2021-07-02,UK,,Basic,35,3.099825085979046,57,8,22.1,259,14.99,2,Yes,4,15,8.0,0,1
992dfe0b-a652-48d9-b30b-f27d3e898700,2020-09-25,IN,,Basic,45,1.6238362035464178,21,0,15.3,186,14.99,0,Yes,5,48,25.0,0,3
1b5d95c8-669c-47ab-8391-8f57fbf37c4b,2022-06-05,IN,,Free,24,0.4998701499188661,3,0,19.1,245,14.99,0,No,1,34,,0,1
b2f72a6f-fd55-4603-98ed-f715e6960805,2020-09-16,US,,Basic,45,1.4213304643302314,32,6,15.9,188,14.99,4,Yes,3,31,20.0,0,3
cd6b5f15-9abc-442b-88a2-3007382f4275,2021-07-22,IN,,Free,35,1.0646016484389729,12,0,17.1,183,0.0,0,No,0,30,14.0,0,1
1baaf608-67a2-4d29-8aab-6b9cfd595479,2021-03-10,AU,,Basic,39,3.7208792519363687,53,13,21.9,701,14.99,0,Yes,6,20,16.0,0,1
a0cdce2e-50c6-43b0-9fb9-41a577c2b80c,2022-08-01,US,,Free,22,0.0,0,0,18.9,221,0.0,0,No,0,0,9.0,0,1
5009ce4c-f1a8-49fa-b128-19358034cda8,2021-02-05,IN,,Basic,40,3.272293532752405,41,14,20.7,220,14.99,0,Yes,7,24,70.0,0,3
395d66de-89e8-423b-9157-ce4ed93ac08f,2023-02-16,CA,,Free,16,1.8028299901340787,16,0,23.5,283,0.0,0,No,0,41,20.0,0,1
e6dc38d9-4986-4087-8296-37f74a6621b8,2020-11-09,IN,,Free,43,0.0,0,0,13.0,128,9.99,0,No,8,38,-32.0,1,3
ec652fb5-b5e0-441a-9bf3-84b42bb41296,2020-11-01,US,,Basic,43,1.6014061881564492,26,3,16.3,191,14.99,0,Yes,4,8,40.0,0,3
7c31e405-5152-483e-a95b-59a2ca2b0c3a,2020-07-30,DE,Retail,Enterprise,47,3.3281582911605594,58,18,19.7,172,89.99,4,Yes,1,46,36.0,0,0
b42b8f4d-2d76-44cc-91df-c7743e4cb138,2024-05-04,US,,Basic,1,2.657283418168558,6,1,28.3,278,14.99,1,Yes,0,26,3.0,1,1
f63837b0-1230-4b6d-9462-f1ca52e90e1a,2024-04-29,AU,,Premium,2,3.192051585212149,11,0,28.8,821,34.99,1,Yes,1,19,6.0,1,0
9b16a248-55b2-4ecc-8011-04bb3622dce4,2019-08-31,FR,,Basic,58,0.8047600642165071,13,2,10.4,125,14.99,0,Yes,4,31,9.0,1,3
